text,airline_sentiment
yes boarding good luck push wheel reality dare,negative
tried burger good expensive lead believe food usa cheap butnot,negative
im trying im tired getting grumpy,negative
flight long day arrived london morning,negative
deal plane ground instead diverting plane amp adding hr flight,negative
look like inflatable car seat got left plane guess theyll back sometime savethoseseats,negative
imma need hook tho,neutral
california,neutral
thanks day week direct flight saw went thru jfk ☀️,neutral
hawaii deal u,neutral
thank,neutral
jan thats summer,negative
yall got price low,neutral
looking forward finally take,positive
flight wasnt pm already delayed,negative
must always delay late flight night orlando flight 💔,negative
second incident lost baggage sent dm thought,negative
maybe announce delay dont sit plane runway hour taking,negative
please come indianapolis,positive
flight bos tampa takeoff min late flight,negative
release november flight flight booking problem,neutral
ah grasshopper twitterz kung fu good hire geek,negative
discontinue nonstop service sjc bos cant find anywhere,negative
noooo previously direct flight fllgtsfo diverted la arriving almost hr late flightr 👎,negative
well let see could pay negroni bitcoin,negative
know schedule dec released,neutral
direct flight bos st lucia antigua,neutral
okay thanks hope flying guy soon,positive
afternoon flight going bqn jfk seem find early morning flight,neutral
im flying airline lga 😷,neutral
loved natural beefjerky snacks😉,positive
thanks reply flight,positive
must send note good word,positive
captain take lot muscle frown smile yall ready go flyin mean,neutral
cant seem dm guy jdhadp,negative
loving capt joe flight bos sfo fun,positive
two delay little proactive communication go long way howhardcanthatreallybe,negative
worst view athlete watching team front seat chase van nogearnotraining,negative
fabulous pleased,positive
ill take round trip ticket closest warmest place please negativedegrees buffalo snowwillnevermelt,neutral
know,neutral
cool,neutral
u real mvp,positive
worry time flew terminal taking thanks,positive
messaged thanks,positive
compensated delay cancelled flightlation,neutral
thank,positive
dang pandora look like may get pushed back likely,neutral
poor storm customer service hr takeoff delay waiting snack cart rude steward name love guy trueblue,negative
saving sanity leaving behind sunshine escape fl bliss travel indenial whatfrozenpipes,neutral
departure people delayed get compensate time,negative
one im trying make probably late flight see email could call pittsburgh international,negative
flight id love redeem point theyre little year old historical limit,neutral
worst customer service airline company dontflythem,negative
whats random delay flight chance false alarm,negative
lost day airport trip compensated inconvenience,negative
thanks reminder older flight id taken easy access add point new jb account awesome service,positive
switch seat trip sunday,neutral
ah ha misread end date thanks clarifying,positive
reason delay,negative
add aa loyalty number jetblue reservation,neutral
ill see board soon,positive
flt delayed,neutral
afterall indeed lovesongfriday cheesy sweresomuchfun brandloveaffair,neutral
heading buffalo trading cold boston colder buffalo maybe caribbean next time,positive
team offering inflight access journal content,neutral
course u know would like lay bedofroses long theyre mint colored brandmance,positive
ur asking heavy gun know iwoulddoanythingforlove brandmance lovesongfriday,neutral
well mine sure arent anything write home,neutral
smart make angry mt we’ve partnered bring free digital access onboard,positive
ooh good one speaking miamore know iadore loving lovesongfriday,positive
well im sure im bold lol saying didnt believe p,neutral
love song lt thanks,positive
let say idontwannalivewithoutyourlove itwasminttobe bestinclasssocial thankyou travel business,neutral
team offer inflight access journal digital journal,neutral
would nice see service instead drive hr like charlotte atlanta,neutral
currently dancing terminal love stevie,positive
thank jetblue jetgreen jetred blue favorite color jet blue make better,positive
already ticket shes totally beach right flightlanding sunscreen feelsgood,neutral
please start offering route location,neutral
chair selfie everyone look flawless proud phl crew blueheros”,positive
jetblue treated right disabledtraveler thanks hassle flight,positive
ceo battle appease passenger wall street waterbury republican american,negative
im looking every day watching deal specific date fare finder doesnt help,neutral
flight booked heading california team march cant wait expowest,positive
totally would outside view even camera ready haha evenmorespace evenmoreview,positive
dont really know mean isnt best firsttimeflyingwamo old experience likelihood addtl delay nt,negative
sent curious see kind comp get,positive
cant wait hear back regarding internship opportunity 😊,positive
dont fly nashville,neutral
❤️ jetblue flt fll sfo tke hr late flight div phx amp got hr late flight done,negative
si month old nephew last night flight mega delayed evening starting w delay,negative
challenge accepted first crew member send pic chair get free ticket visit u wager isitsummeryet,neutral
whats good address send feedback email,neutral
thanks credit hr delay tell customer service mean lot thankful,positive
going bdl dca flight yesterday today every single one getting delayed,negative
said let cross finger happens departing,neutral
ceo battle appease passenger wall street lake wylie pilot,neutral
ok cool need listen dre snoop en route la would shame,neutral
basically stole glass cant drive see class theyre answering phone call thanksjetblue,negative
thank always amazing customer service bring disney princess half marathon,positive
weve delayed almost hr take jetblue ive good luck today really frustrating,negative
ceo battle appease passenger wall street waterbury republican american,neutral
trivia contest win flight question rt follow amp ill send answer enter via,neutral
definitely thanks,positive
im makingloveoutofnothingatall brandloveaffair lax,positive
something theyre telling u,negative
thats weve told however would work youre going overseas bottom line passenger feel there,neutral
weve runway hour water pressure low taxiing back maintenance,negative
thanks head hour delay sarcasm patienceiswearingthin woof,negative
hi wanted see new route planned year newark love flying guy hope,positive
sign trueblue twice happens everyone around,negative
mechanical failure isnt boston fault,negative
oh totally look par admiral club way slide u couple pass,positive
boston,negative
thanks bae,neutral
i’m going miss hugely important meeting constant delay itscostingmeincome,negative
gr mint crew flight lax theyre mintalicious truebluelove shelleyandmarcrock travel air,positive
thanks offering service guy,positive
flight delayed gtgtgt,negative
say im lostinlove wour brandmance wemosaictogether mint love,positive
nervous sunday flight baltimore boston suggestion need boston monday,neutral
guy rock,positive
would great never thought id sort whod really make flying experience bearable,positive
sorry report stuck tarmac held notwheelsup,negative
thanks gent phone fixed bosmco flight fee waiver flyfi forget name,positive
airway hit new week high jblu sleekmoney,neutral
bit steamed conjunction wmy new hour wait first sat bought bit tea ive settled,negative
thanks hope dont look like complainer ive written good experience wyou past making terminal,positive
wed love help shanese bryantmelton hardworking grandmother dc go miami bucket list flyitforward,neutral
signed trueblue booked flight keep getting error try link tb account whats deal,neutral
success good work jetblue team,positive
hope plane appear leaving nearby terminal gate,neutral
great flight great view,positive
beautiful ride thanks,positive
perfect probably need coffee stay awake night,positive
appreciate youve done end make right still unhappy initial incident calling,negative
ceo battle appease passenger wall street waterbury republican american,neutral
line may extra long security slow seems employee quick blame customer dont arrive hour ahead,negative
better holdon everythingsgonnabealright brandloveaffair truebluelove travel business,positive
error message paper ticket cannot serviced online please see jetblue crewmember assistance,negative
food place open jfk,neutral
ccndjp send screen shot system error email address provided,negative
inconvenience understatement like torture clearly going wrong path jetblue,negative
dont cling safety card safety really issue flight would landed immediately,negative
catch name sure jason know,neutral
waited line time told crewmember there update hrdelay disappointed,negative
phone agent cant see flight see online cant change ticket even paying frustrating jetblue,negative
flight forced return ny malfunction land countless air strip surrounding chi,negative
haha need apologize 😁 ill flight booking problem sooner late flightr love jetblue,positive
oh disney bound workhard playsoon,neutral
ceo battle appease passenger wall street,neutral
denverboston flight bostondenver flight plane visible snack crumb seat upon boarding,negative
felt bit like adding insult injury since well terminal seven hour next flight,negative
guy get rid hip hop station sirius xm,neutral
knew hour sounded odd missed flight hit jfk hour early gate attendant told u,negative
well time going happen safety come look like ill look another flight sttimeflyer,negative
airway continue various commercial relationship lufthansa,neutral
u said min take told hr delay amp possible cancelled flightlation u plan rectify frustrated,negative
cant wait ill one cant contain 😄,positive
hope wanted early flight avoid airport chaos late flight,negative
big thanks ricardo olavarria reagan airport fixed ticket made sure made friend wedding greatservice,positive
really thats good hear thanks update may make business meeting,positive
spent winter nny mom jetblue take home fl via bos mon miss hubby kitty warm countingdown,neutral
hey chance update flight hartford dc,neutral
update anything know issue front wheel locked,negative
flight dca delay im erring side safety inconvenience people connecting flight,negative
dc thinking summer new nantucket service broadway world,neutral
time brandmance go upwherewebelong,neutral
team offer inflight access journal broadway world,neutral
pdx jfk suuuuper hot,positive
ceo pilot among ardent fan wall street poughkeepsie journal,neutral
june yet 😊,neutral
airway hit new month high jblu wkrb news,neutral
eta flight orlando morning,neutral
using jfksea summer first flight ever mint seattle core config,neutral
much trip warm island,neutral
dc thinking summer new nantucket service,neutral
ok thing happen frustrated change schedule see tomorrow new rescheduled flight,negative
sjc jfk departing pm tonight change whole schedule get sort refund,negative
airline better system inform client flight cancelled flightled last min 😒👺 schedule,negative
havana cuba share love photography leave picture behind well deliver muchneeded item flyingitforward,neutral
slowest boarding process ive ever experienced rude customer service agent,negative
need get act together phx,negative
shes something,neutral
team offer inflight access journal nassau news live,neutral
love bae jetbae,positive
probably anymore,neutral
look forward getting resolved touch,neutral
yes best case scenario get gear late flight friday early saturday camp start tomorrow toolittletoolate flight,negative
ca weekend attend training camp thanks sending gear fl look like trip waste nothappy,negative
yup said would flight change fee plane minute apparently,neutral
portland maine,neutral
making stay jfk late flightr let rebook without making pay,negative
definitely,positive
stranded passenger arent helped get another flight,negative
dont remember date monday night back nyc heartbroken,positive
ugh always know way heart 😘🙌,positive
team offer inflight access journal digital journal,neutral
cancelled flight flight last minute,negative
im sitting plane many predictable mechanical problem still onboard getting bad,negative
thanks help,neutral
flight jfk pr got door open frigid temperature icyflight,negative
poorservice poorcommunication waitingsince bag frm flight jetblue,negative
bag hv posted board flight carsl switched carsl comedic watching passenger run frm othr,negative
one man baggage office say dunno help,negative
luggage flight waiting hour bag jetblue poorservice,negative
going arrived pm one bag unloaded flight,negative
service baggage jfk incomprehensible employee know luggage frm flight lax nyc hr wait,negative
thank guy brilliant customer service,positive
yes course left airport kept looking claim still open,negative
stewardess cant work wo galley light back nyc change light fromthefrontseat jetblueblues,negative
great thank let hope could please notify flight leaf jfk thank,positive
flyingitforward pereira colombia help kid cartago street deliver lot clothes picked donate,neutral
great get buffalo able leave get jfk there issue still buffalo airport,positive
sorry misunderstanding term exactly mean,neutral
every channel supposed watch scandal free flyfi sweet,negative
left apt hr ago go boston sjc im still nyc please bring back nonstop flight jetblueblues,negative
going flight buffalo jfk figured anything temperature tower yet,negative
never received credit inoperable tv sfo gt jfk flight week ago never got email,negative
far less painful coming avis 💙,positive
thanks ill like get new tail njb njb boston red sox livery share talk send weekend,neutral
look capture uvf,neutral
im ready see njb n njb island weekend capture,neutral
flight attendant angel awesome kudos,positive
washington dc,neutral
thank loyalmosaicmember,positive
pilot stated year flying never experienced anything like gettingoffplane,negative
get plane wait another hour someone read temp tired,negative
flight jfk buf,neutral
thank much 💙💙,positive
awww thank b glad hear made day amp one last question idea tail operating flt maro,positive
appreciate quick response one go outside check temp leave buf currentlysittingontarmac,negative
min tell u cant check temperature least hour back gate wait mosiacfail,negative
sky flight bos sfo awesome crew helene rock,positive
time reevaluate nyc carrier,negative
bringing guitar bring carry,neutral
whats going flight many free trip get epic inconvenience,negative
departure time keep getting late flightr ill lucky im home,negative
love jet blue,positive
come youre responding everyone else wtf,negative
anything found cleaning plane dc would baggage office even something small,neutral
bring dog board,neutral
think treat onboard enjoy flight 💙,positive
😃cool,positive
maybe ill go cleveland instead,neutral
yes always treat fly guy 😊✈️,positive
thank really would preferred jet blue guy best seat business,positive
hi im trying find flight middle east,neutral
patronizing response legitimate issue,negative
yep hour logan gangway broke cabin crew stuck plane arrived passenger request butt massage,negative
love flight there always delay unfortunately,negative
yes thankfully catering got loading frustrated supposed,positive
butt hurt,negative
thats told half hour ago,negative
hanging almost hour,negative
took forever catering get flight delayed ticked right,negative
absurd waited min flight attendant assigned flight late flight dont others,negative
safety first lovejetblue,positive
delayed flight bummer,negative
austin saw water bottle amp snack desk waiting passenger im flight booking problem next flight,positive
theyre busy awesome trying get u asap ill deal,positive
well way half tv channel static 😔,negative
idea novemberdecember travel open,neutral
airway corporation nasdaqjblu update say lufthansa market bureau,neutral
thanks much ❤️✨ relaxing flight,positive
alright,neutral
landing february avgeek warmweather,neutral
happening flight fll sfo delay reroute,negative
shut turn tvsmusic,negative
dc thinking summer new nantucket service syscon medium pr,neutral
excellent guy best,positive
although wasnt totally answer looking appreciate prompt response,positive
guess ill wait another hr hope rate go amp reasonable finger crossed cutting close travel date,neutral
discount volunteer firefighter,neutral
well fly huntsville al id take either nashville birmingham,neutral
confirming rate wont go look like cant fly jetblue time around cant afford price,negative
trying take stuff seat front bugging throughout flight didnt feel safe,negative
oh yes hope expand airport soon fly see family year,positive
member since looking travel next week couldnt book right away due snow im bos,negative
thanks jb 💙,positive
thank love anxious flyer,positive
exact flight love jetblue really want fly yall thats little pricey basic mint bos sfo,positive
dont want seem crazy already asked twice,negative
flight want book one day went purchase next day amp price doubled inquiring chance may go,neutral
sent email hour ago asking question still response need answer hopefully flight booking problem flight,negative
said delayed due mechanical issue im looking something little specific,negative
im get plane think deserve know mechanical issue flight delayed,negative
give update flight mcogtjfk theyre saying mechanical issue disclose,negative
walked gate ask desk gate,negative
flight orlandoridiculous wait high school band board notbabysitters whrsthecoach,negative
offer hot tea coffeeat gate guy make wonder ever flown airline ☕✈👍,positive
awesome thanks,positive
dc thinking summer new nantucket service digital journal,neutral
service agent mco great enough working right,negative
keep going back forth able board great agent savannah,positive
get semantics mean within extent period still technically dictionary,negative
giving false hope ever getting home,negative
st flight morning flying toddler plane heated comfortable temp boarding start itscold,neutral
thatd nice hoping rack enough mile take trip seattle enjoy perfect latte city coffee,positive
want enter family pooling contest say website please enter still,neutral
vega san francisco baltimore san diego philadelphia far im frequent business traveler,positive
course supposed say logan login,neutral
reimbursed everyone flight portion ticket still love jetblue best american airline,positive
jetblue never disappoints,positive
😢😢 rt“ oh unfortunately code must entered time purchase order qualify points”,neutral
quick question pay second bag online airport,neutral
cool announce flight delay everyone checking hour delay bdldca staff offering help,negative
hi claim point flower order purchased totally forgot put promo code,neutral
whats hold flight boarding shouldve taken place minute ago,negative
yes slc,neutral
waiting half hr package whats wrong guy,negative
long ago trip taken place still get credit didnt apply trueblue booked,neutral
thanks help jetbluesofly,positive
able access using drop instead clicking tab,neutral
trueblue page work chrome safari keep getting blank page lick trueblue tab site,negative
ahoy loyal allyoucanjetpass holder anticipate direct u flight havana cuba jetblue vacation,positive
point offering flight next day expect pay hotel cancelled flightled,negative
excited first flight w today delayed though give flight number boston dc,neutral
mosiac,neutral
probably find ticket,negative
offered flight paid changed itthis nd time done ruin cruise plan,negative
okie doke knowing fix,positive
check awesome bag flight carry decision,neutral
cant dont acces phone rn iphone broke would rather change late flightr,neutral
cant flight need late flightr one need change flight guy changed cant time,negative
wish would make austin tx hub missing “only” airline biz travel since moved bos,positive
sent,neutral
little vino wouldnt hurt 🍷,neutral
airway receives new coverage analyst bank america jblu legacy,neutral
crisis averted flight bos fll boarding let hope new pilot arent clarence oveur roger murdock,positive
bag missing landed hour ago help,negative
thanks julian login getting onto earlier flight back dca,positive
apparently substitute pilot flight bos fll cant found info avail counter,negative
landed mco still dont bag supposed give disney magical express ami livid,negative
ceo battle appease passenger wall street waterbury republican american,neutral
fault social medium awesome people know everyone working hard get u way,positive
requested here selfie somewhere rockys milehighselfieclub,neutral
short stop jfk iad,neutral
flight ha one employee said reassigned another said left want warm weather,negative
seems friend speak highly well need find decent priced way go yvr sea overnight,positive
take fraud seriously,neutral
want add flight mexico air canada exact situation none problem ive jet blue,negative
mean take time write physical letter fraud department doesnt email telephone right,negative
capital one explained false fraud alert jet blue representative issue new tkt wasnt resolved,negative
thanks,positive
en route airport rebooked ticket refunded,positive
repping bruin cleveland rock n roll hof amp christmas story house jetbluebruins,neutral
didnt work called jet blue mexico address fraud alert capital one line rebooked,negative
actually said fraud issue never resolved issue new ticket phone,negative
called jet blue get explanation make sure would happen future told write fraud dept,negative
made safe sound thank safe travel,positive
arrived airport told ticket refunded name fraud alert,negative
card company explained issue phone mexico purchased new ticket phone,neutral
jet blue cancelled flighted ticket amp never reissued,negative
credit card company accidentally marked jet blue ticket fraud corrected mistake reposted money,neutral
screwed last time glad give business jetscrew awfulcustomerservice,negative
alternative absolutely respect loyal customer year im done,negative
thought waiver change fee travel boston weekend,neutral
pooling gifting completely different shouldnt charged send point disgusting,negative
would charge money transfer point someone,negative
flight attendant wendi flt newark orlando 👍👍,positive
doesnt help fly specific day,negative
noting perfectly fine attitude dealing flyer stubborn demanding unwilling accommodate,negative
there many choice yall south border know every airline equal lowest price best value,positive
looking arrange nice flight sea laish comparing cost something direct yvr,neutral
sent suggestion comment via link provided,neutral
sharing public fly time year sitting tarmac fll staff worst ever met,negative
love,positive
ever consider coming memphis need trueblue service fare badly,neutral
whats w flt brother fiancé sitting board min w tech issue,negative
flying soon nyc airline airline ive flown youre still 😊😊😊✈️✈️✈️,positive
giving u free movie apparently dunkin donut coffee safety hazard thingsyoucantmakeup switchsbux,negative
long someone remembers put plane right really lame excusegeez much better coffeeneeded,negative
else could possibly take place coffee hourhope pilot wasnt relying aircraft caffeine needcoffee,negative
whats lack coffee flight told someone forgot load coffee onto plane ineedcoffee,negative
utah think thanks,positive
yes princess trying get glassslipperchallenge wdw,neutral
never delayed tpa bdl better safe sorry 💙 lovejetblue onlyblue jetblueforever,positive
dont get wrong love flying tv free bag descent fare recent plane problem annoying,negative
great flight crew flight bos mco,positive
appreciate flew january check engine light came right take computer,negative
thats love jetblue truebluememberlife,positive
awesome thanks ill give call late flightr today appreciate help,positive
traveling w rifle hunting trip pistol large rifle case wasnt clear freq asked question,neutral
thanks th bday saturday aviation themed surprise party,positive
hey guy flight booking problem system ran first middle name together time flight booking problem going tsanightmare,negative
cancelled flightled flight amp given week apply travel bank credit another flight amp credit transferable,negative
thanks sent dm,neutral
travel bank credit issued company fraud acquired credit family friend charles kravitz see account,negative
talked manager offered pay x cash originally paid nothanks jetblue ripoff flyunited,negative
😂😂😂😂😂omg bored amp read convo seems like jetblue point,negative
cancelled flightling ticket best friend going vacation never told u jetblue fixthis ripoff,negative
apparently pilot made announcement engine trouble losing fuel quickly,negative
grandma ellas th would love birthday greeting flight crew stewardess eastern airline,neutral
trying charge u dollar cash ticket paid month advance isthisreal nevertoldus jetblue neveragain,negative
please get service started offer good route lile florida upstate ny vega etc,negative
cancelled flightling flight sending ticket telling buyer jetblue allowed,negative
resolution,negative
best airline name ever whenever see want get plane blue sky amp sea deliver promise,positive
gettin fancy mint lieflat nice work menu lobstermac bloodymary jetsetter,positive
making great first impression first flight minute boarding gate agent still cant assign seat,negative
flight delayed connecting boston possible switch flight make connection,negative
love cancelled flightling ticket telling customer flyunited,negative
ticket confirmed sent find today cancelled flightled ticket month ago never sent email jetblue,negative
would good know month ago cancelled flightled flight leaving tomorrow telleveryone jetblue neveragain,negative
rather trying resolve customer issue option offered paying cash airport write letter justifythissupport,negative
im flight booze served min give lostrevenue angryandsober bachelorpartymishap,negative
ive used guy year experience never ever use,negative
manager telling u write letter upset ticket leave tomorrow getting cancelled flightled without notice,negative
guy lucky love,positive
maybe stop telling people wrong info customer service call,negative
customer service bad updating point use next point wont flying point system almost sham,negative
ruining vacation left right would thought airline cancelled flight ticket without telling buyer,negative
better find way get puerto rico tomorrow morning besides charging u three time cash originally paid,negative
spent hour morning hold w customer support want confirmed flight taken care,negative
look like talked customer service,negative
claim w customer protection notify customer delay cancelled flightlations diversion nottrue,negative
processing error send full flight ticket confirmation flysouthwest,negative
thank guy awesome,positive
flight leaving boston seattle right flight,positive
definitely,positive
tell paid amp confirmed flight cost cash airport hour flight ripoff nosupport,negative
okay awesome thank,positive
worst booked oct w email confirm amp never informed cancelled flightlation instructed mail written letter,negative
didnt info infuriated way previous rep treated possibly work jetblue rep,negative
excited saw fly ionlyflyblue,positive
ta site thelodge fun day,positive
mine sadly yea fly fi awesome,positive
hung get name took accountability keeping hold min next rep able track name,negative
free wifi make television working staticy ithelpsabit,negative
phone rep min transferred asking worse rep ever,negative
ready go disneyworld princesshalf,positive
possible way contact fraud department mailing physical letter telephone email really,negative
brazil volunteer teaching english amp spanish poor child skill improve chance better life,neutral
flight moved back booked said arrive say 😢,negative
thank jetblue credit nice save,positive
would go back aruba flew jfk bestplanesever bestflightever,neutral
bluemanity love great time flying,positive
case making jackass allowed favor sayget right care lessme vacation true seeampeter scott,negative
would go dallas see grand baby miss much feel like piece heart,neutral
false agent let u extra leg room upgrade upgrade mint poor business practice badcustomerservice,negative
tried helpful really dissatisfied flight booking problem whole trip jet blue time around besides flight,negative
yes minute spare fyi employee amazing keep good work,positive
rqstd upgrade mint lax told used point turn bcz used point trueblue,negative
going get wifi plane,neutral
oh yeah great flight mexico wonderful crew thank,positive
get help hotel booked issue,neutral
trading customer experience short term sad previous loyal customer,negative
hi dmd info,neutral
flight fll sfo speed line even though paid coffee flight non stop unscheduled stop,negative
concern cancelled flightled flight due cold weather nj saturday cancelled flight degree,neutral
wasnt service credit voucher received tv working accepted next flight pillow,negative
gain altitude skywest hit turbulence jblu skyw investor business daily,neutral
good morning sunshine tailfinthursday,positive
wheres selfie,positive
ceo battle appease passenger wall street,negative
airway reveals bluemanity livery travelpulse,positive
unveils new bluemanity livery usa today,neutral
mark th year bluemanity plane design,neutral
haha thanks jetblue👌☺️,positive
could get free flight vega since bday😏☺️,neutral
im flying miboston icelandair iceland hour check bag way,neutral
know lot baggage want know really enjoyed inside jetbae,positive
every crew member dealt orlando incredibly rude im actually pretty disgusted jetblue right,negative
thank much wasnt sure since know limit ozs excited fly jetblue,positive
standard protocol call security onto plane cry baby,negative
finally starting come minute communication acceptable letting today,negative
found someone ask answer landed almost minute ago,negative
hey thats sexy tattoo got left engine jetbae,positive
flight bag havent come landed minute ago,negative
thanks stbernard taking time read page find info supervisor felt insist tho showed previous comm,positive
gnight checked po amp supervisor unaware policy sucked guide internet v unfriendly,negative
jua jfk ask desk incredibly helpful thanks,positive
hour delay sitting plane still wanna charge beer nah im good,negative
tell day fly direct buf fll fll buf,neutral
customer service agent jorge orlando international rude disrespectful never want deal bullshit ever,negative
cri,neutral
closepwcs please tweet this🙏🙏❤️ fly jetblue every time btw😏,positive
huge favor🙏❤️,neutral
friend,neutral
simply minor mechanical would say,negative
tweet closepwcs get word out😢,negative
mother overheard personnel ask attendant passenger really knew going attendant said,negative
btw name samantha everyone flight,positive
happened w bossan mother onboard amp crew evasive return bos first time,negative
“ jetblue relate flightd time ” wont school cancelled flighted cold,neutral
thank,positive
say owe,negative
want pay parking fee orlando airport app told mom flight landed lied,negative
u cool,positive
amazingly awesome customer service reservation agent tonight helping correct mistake love airline,positive
th annual marthas vineyard african american film festival august attendee deserve great flight mv,positive
yr site trouble mobile check,neutral
told u minute almost minute ago,negative
fll lga getting old th flight week th significant delay,negative
submitted feedback good way handle baggage customer,negative
love theyre cute,positive
there large family bird inside fed purpose,neutral
sure thing,neutral
work google chrome internet explorer,neutral
believing minute got delayed rd time,negative
there schedule change tix change destination airport sister airport like ewr jfk,neutral
delay perfect time learn swift programming,negative
statement lufthansa incentive offer digital journal,neutral
best airline world,positive
would go anywhere jetblue go,positive
anywhere,neutral
wow guy answer people wow care love jet blue,positive
thanks appreciate prompt response,positive
put airport click update tell put airport,negative
doesnt best fare finder work,negative
dc summer help local youth get ready return school math refresher course flyitforward,neutral
good luck thanks,positive
really nice though snack fridge…that get take stuff like dorm common room genius,positive
currently new robotic lovedoll reminded heavily bit themhence excuse say huxleyesque,neutral
third jetblue flight less week late flight weather reliability going downhill,negative
many allergy want know bring oz bottle benadryl flight along epipens,neutral
feeling,negative
buffalo flight late flight,negative
anywhere away snow globe warmth sand palm tree,neutral
u suck big donkey ball,negative
good deal march looking fly orlando,neutral
tell like pick get bump first class,positive
jetblue sofly wish firststari seetonight,neutral
waiting flt chicago hasnt aircraft left buffalo yet,negative
dont think ill testing water dime,negative
cmon flight delayed annnnnd cant give pick im tweet,negative
flight full,negative
client asking kid need email address get tb acct true,neutral
walked hall carousel found bag sitting still word crewsignage still updated,negative
headphone jack working flight,negative
absolute madness west tell like,neutral
triedconsiderable confusionno announcementno sign update,negative
jetbluebos whats luggage flt dcabos pax waiting min bagsno show carousel sign updating,negative
thx pointer im good big monitor advice pick come western conf nba,neutral
fight get credit value bag got skytrax jetblue corpgreed nevertakeno,negative
airway corporation jblu loses news airway wallstreet scope,neutral
amp asked wanted tea teaampnot coffee im gold united amp coffee nvr think x,negative
ur wed bwiboston flight pm really need better scheduled almost always delayed,negative
ill pas along advice guy rock,positive
id fly airline actually gave crap flier outside generic apology jet blue terrible jetblue,negative
austin jfk,neutral
big board say arent leaving 😩,negative
he sch tmw aa would love find earlier one yall possible he fll,neutral
appreciate actually responded travel way much tell coffee basic option,negative
dad vacation sxm got delayed day shoddy service earliest fll gt sxm flight trying hep,negative
report updated info dont know reach without super long wait hold main number,negative
cant say airline right sincerely miss bestairline,positive
whoa tag still saw tweet flight jfk chicago trying get home see little brother wrestle,negative
airway corporation price target update stafford daily,neutral
would go italy visit relative see house dad left passed,neutral
id go australia enjoy land always bucket list flyingitforward,neutral
hi possible upgrade mint seat already booked ticket thanks,neutral
left coat flight morning overhead bin reported seat thx ticket,neutral
daughter college game denver one set parent 😢😢😢,neutral
ok ill book jb jfk book ath thank,positive
need flight ath pdx coordinate airline,neutral
put bottom ur baggage report fun jetblue skytrax,negative
u want helpful save trip westchester cty jfk plus parking info photo,negative
yes thats true bit pricey look love guy,positive
heading jfk principle alone deal w lost amp damaged bag jetblue jetbluesucks jfk badservice fail,negative
u gear grinding jfk baggage office told need bring bag back right close claim,negative
sell open ticket sick relative may travel moment notice sad true,neutral
flew san francisco fort lauderdale last year fantastic time would like go back,positive
u say safety highest priority doesnt extend property totally nut,negative
allow payment apple pay patriarc,neutral
flyingitforward affect one small family four would make huge difference life,positive
glad u happy bag traveler entrusted u w property amp u return damaged amp thats best answer u,negative
id go portsmouth nh take care friend son take daughter boston surgery flyingitforward,neutral
worst postpone trip cant accommodate guest like neveragain,negative
hawaii get somewhere warm amp find good flyitforward,positive
thx confirming yr team awesome thanks prompt amp helpful response cheer less snow everyones future,positive
prfriendly tweet dont help drive accountability hope mr hayes take note,negative
great idea cometoaustin,positive
would go la vega gorgeous go every year fly guy vega gorgeous amp much there🌴,positive
like marie harf go iraiq find isi spread good offer resume service isi order find job,neutral
flyingitforward id fly port au prince haiti help ongoing earthquake relief effort still lot,neutral
dmed thanks much addressing quickly,positive
done also look like opened flight vega sunday 💙,positive
say lufthansa incentive offer impact share count nasdaq,neutral
wish ground operation expedient twitter response team delay got extended,negative
w upgrade unsure cant switch someone around called hr advance reason,negative
dm,neutral
keep asking enter valid email address info saved worked hundred time,negative
trueblue site broken moment,neutral
em window seat tomorrow,neutral
airway corporation register high short interest wall street pulse,neutral
chance summer,neutral
mint service nyc san diego,neutral
cant change true blue point cant get phone,negative
mom wanted change seat along sister two different reservation idk,neutral
aw okay thanks,positive
cant pay buck xd,neutral
best seat e board early ready set go,positive
true there new livery new website,neutral
shouldve one flight instead lost bag add insult injury,negative
im set fly bad first date giant metal bird machine even brought snack,positive
im trying add flight badge account dont see option help plz,negative
okay new screen laptoplarge amp real nice amp wifi appreciated thanks god tiny lil man middle seat,positive
cheated im sorry ill never given wife worst start honeymoon ever,negative
feel nice weve got going let swap fool make better,neutral
yes hurt feeling walk mint fella dream happythem,neutral
dont talk friend like thefutureisweird,neutral
incidentally sheila jfk deserves raise shes awesome,positive
id like spread grandpa ash naples italy lived serving yr flyitforward,neutral
deleted tweet one wonderful employee swooped helpfaith restored one good one 👍,positive
statement lufthansa incentive offer stockhouse,neutral
lot people scratching head looking screen ignoring passenger,negative
thought thing sent,neutral
whats going lgafllpoor communication gate agent,negative
fyi android app set applicable nexus please fix phone tablet cheer,negative
order,neutral
foodallergy community want continued loyalty need better perhaps training,negative
insensitive foodallergies lifethreatening unsolicited uneducated opinion inappropriate reckless amp dangerous,negative
thanks fb message telling wait day im waiting,neutral
airway see significant decline short interest jblu wkrb news,neutral
plan offer direct flight jfk daytonabeach florida starting next february…,neutral
thank opening conversation hope make right,neutral
checked yesterday looked like something change,neutral
oh thought,negative
ceo battle appease passenger wall street waterbury republican american,neutral
bos ord,neutral
thanks line moved quick already done,positive
follow,neutral
nope none found,negative
may need minute layover min delay first flight,negative
may make connection need find option yet one,negative
nope currently sitting gate,neutral
name angel seriously cool truly fantastic service,positive
extraspeed line closed tampa give,negative
sent email,neutral
thank,positive
also emergency exit seat thats huge win,positive
friendly engaging personable handled clarifying question baggage fee well took interest,positive
